Date,District,Number,Details,state,ID,assam_dist
2023-06-23,GOALPARA,10,"Lakhipur - Simlabari to Haloipara Kaborsthan Road | Near Simlabari | As per report of PED road department, Due to incessant rainfall for several days Simlabari to Haloipara Kaborsthan Road at 1st KM submerged and affected length 60M from 18.06.2023 to till date i.e 23.06.2023 | (Long - 90.195105, Lat - 25.966827, Dept - PWD (Roads)),  Khalisavita Hindupara to Khalisavita Muslimpara Road | Near Khalisavita Hindupara | As per report of PED road department, Due to incessant rainfall for several days Khalisavita Hindupara to Khalisavita Muslimpara Road at 2nd KM eroded and affected length 100M from 18.06.2023 to till date i.e 23.06.2023 | (Long - 90.150377, Lat - 25.979591, Dept - PWD (Roads)),  Kharmuja Nichinpur Dyke Road (From CH. 1800 M to CH. 2100M) | Near Nichinpur | As per report of PED road department, Due to incessant rainfall for several days Kharmuja Nichinpur Dyke Road at CH. 350 M to 2800 M eroded and affected length 460M from 18.06.2023 to till date i.e 23.06.2023 | (Long - 90.333128, Lat - 26.088011, Dept - PWD (Roads)),  Takimari Tiniali ti Ratangaon Road, PMGSY Package No. 249 | Near Takimari Tiniali | As per report of PED road department, Due to incessant rainfall for several days Takimari Tiniali ti Ratangaon Road, PMGSY Package No. 249 eroded and affected length 125M from 18.06.2023 to till date i.e 23.06.2023 | (Long - 90.307362, Lat - 26.050484, Dept - PWD (Roads)),  Dhopakura Village Road, PMGSY Package No. AS-07-251 | At Dhopakura | As per report of PED road department, Due to incessant rainfall for several days Dhopakura Village Road, PMGSY Package No. AS-07-251 culvert approach road embankment eroded and affected length 250M from 18.06.2023 to till date i.e 23.06.2023 | (Long - 90.278259, Lat - 26.045494, Dept - PWD (Roads)),  Pantaibeel to Dhopakura MV School Road, PMGSY Package No. AS-07-250 | Near Dhopakura | As per report of PED road department, Due to incessant rainfall for several days Pantaibeel to Dhopakura MV School Road, PMGSY Package No. AS-07-250 culvert approach road embankment eroded and affected length 30M from 18.06.2023 to till date i.e 23.06.2023 | (Long - 90.266387, Lat - 26.037211, Dept - PWD (Roads)),  Chataimari Bazar to Gumaijhar Shivbari Road | Near Gumaijhar | As per report of PED road department, Due to incessant rainfall for several days Chataimari Bazar to Gumaijhar Shivbari Road at 1st KM eroded and affected length 45M from 18.06.2023 to till date i.e 23.06.2023 | (Long - 90.211650, Lat - 25.957600, Dept - PWD (Roads)),  12th KM of LJ road to Bhalukmari Road | Near Bhalukmari | As per report of PED road department, Due to incessant rainfall for several days 12th KM of LJ road to Bhalukmari Road eroded and affected length 38M from 18.06.2023 to till date i.e 23.06.2023 | (Long - 90.201430, Lat - 26.044830, Dept - PWD (Roads)),  Palashkandi Badurkati Boalmari Road | Near Boalmari | As per report of PED road department, Due to incessant rainfall for several days Palashkandi Badurkati Boalmari Road submerged 40 CM & box culverts approach eroded and affected length 400M from 18.06.2023 to till date i.e 23.06.2023 | (Long - 90.336853, Lat - 26.041543, Dept - PWD (Roads)),  Jaleswar College to Bashmura Road, PMGSY Package No. AS-07-144 | Near Jaleswar | As per report of PED road department, Due to incessant rainfall for several days Jaleswar College to Bashmura Road, PMGSY Package No. AS-07-144 at 1st KM eroded and affected length 25M from 18.06.2023 to till date i.e 23.06.2023 | (Long - 90.208724, Lat - 26.034635, Dept - PWD (Roads))",ASSAM,16,2011Goal
2023-06-23,KARIMGANJ,2,"Karimganj - Longai road near fashion queen | Longai ghat | Due to incessant heavy rain from last few days the above road is damaged partially (Hard crust damaged ) at CH 250.00 M -450.00 M .The above report was submitted by Asst. Executive Engineer ,Karimganj North Territorial Road division on 17/06/2023 . | (Long - 92.357320, Lat - 24.869720, Dept - PWD (Roads)),  DC office approach road | near dc office | Due to incessant heavy rain from last few days the above road is damaged partially (sudden depression at some stratches & Hard crust damaged ) at CH 50.00 M -150.00 M .The above report was submitted by Asst. Executive Engineer ,Karimganj North Territorial Road division on 17/06/2023 . | (Long - 92.356081, Lat - 24.868906, Dept - PWD (Roads))",ASSAM,28,2011Kari
2023-06-23,KOKRAJHAR,8,"Bagribari - Lalmati Tumbagan Road | Lalmati | As reported by Asstt. Executive Engineer, PWD, Gossaigaon Rural Road Sub-Division, Lalmati Tumbagan road has been damaged in stitches due to heavy rainfall Dated: 21/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Paglahat Joldoba Road | Joldoba | As reported by Asstt. Executive Engineer, PWD, Gossaigaon Rural Road Sub-Division, Paglahat Joldoba road has been damaged in stitches due to heavy rainfall Dated: 21/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Debitola Bazar to Khotabagra Road | Debitola | As reported by Asstt. Executive Engineer, PWD, Gossaigaon Rural Road Sub-Division, Debitola Bazar to Khotabagra road has been submerged due to heavy rainfall Dated: 21/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Khoraghat to Khamar Road | Khoraghat to Khamar Road At 2nd KM | As reported by Executive Engineer, PWD, Bilasipara Civil Sub-Division, Territorial Road Division, Khoraghat to Khamar Road side berm and surface has been damaged due to heavy rainfall w.e.f 18/06/2023 to 22/06/2023 | (Long - 90.123012, Lat - 26.215617, Dept - PWD (Roads)),  Kharkharia to Goraimari Via Lalmati Road | Kharkharia to Goraimari Via Lalmati Road At 1st and 2nd KM | As reported by Executive Engineer, PWD, Bilasipara Civil Sub-Division, Territorial Road Division, Kharkharia to Goraimari Via Lalmati Road side berm and surface has been damaged due to Tipkai River water Date: 22/06/2023 | (Long - 90.183788, Lat - 26.229275, Dept - PWD (Roads)),  Gossaigaon - Sapkata to Maktaigaon | Sapkata | As reported AEE PWD RR Gossaigaon on 23.06.2023 due to heavy rain the road has been damaged in some stretches at sapkata to maktaigaon road | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Dotma - Boragari-Narengury Road | Boragari | Date: 23/06/2023 Breach of Boragari-Narenguri road. Reported by Village man | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Habrubari-Khunthaibari road | Habrubari | Dated: 23/06/2023 Damage of Habrubari-khunthaibari road and approach bamboo bridge. Reported by villageman | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",ASSAM,9,2011Kokr
2023-06-23,MAJULI,3,"Majuli - Alimur Bhakat Chapori Road Got Submerged from CH 3100M to 3160M on 23.06.2023 | Alimur Bhakat Chapori Road | Rise of flood waterof two tributary of river Brahmaputra communication through this road have been cut off | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Kuli Chapori to Major chapori Road Got Submerged from CH 5450M to 5520M on 23.06.2023 | Major chapori | Rise of flood waterof two tributary of river Brahmaputra communication through this road have been cut off | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Ujani Majuli - Bongaon to Mrragarh Colony Road CH 100.00M to 400.00M got submerged on 22.06.2023 | Mrragarh | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",ASSAM,18,2019Maju
2023-06-23,NALBARI,6,"Banekuchi - On 23/06/2023 at 8 am Akhra Bihampur Road submerged and damaged report from Gaon Pradhan | madhupur | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Nalbari - Bidyapur malikuchi connecting road, ward no 1 | ward no 1 | As per the report from PWRD, this road is submerged due to rain water on 22.06.23 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Embankment cum road from nalbari NT road to Sonkuriha, side beam damaged | NT road | As per the report from PWRD, this road is submerged due to rain water on 22.06.23 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Ghograpar - Koliya Gohain Road | Bhithamahal | As per PWRD Report, Koliya Gohain Road has been submerged dtd 22/06/2023 | (Long - 91.540000, Lat - 26.500000, Dept - PWD (Roads)),  Ghograpar tamulpur Road | Alliya | As per PWRD Report, Road has been submerged dtd 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Sita Ram Akana Road to Akana Das Road | Akana | As per PWRD Report, Road has been submerged dtd 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",ASSAM,19,2011Nalb
2023-06-23,TAMULPUR,3,"Goreswar - Madalbari to Betagaon Road | Tengajhar (Madalbari) | As per report received from AEE (PWD) Goreswar Rural Roads RCC Bridge Approach eroded at Village Tengajhar (Madalbari Suba) Dated: 22/06 2023. | (Long - 91.691084, Lat - 26.606571, Dept - PWD (Roads)),  12 No chowk to Naramari Chowk | Garogaon | As per report received from AEE (PWD) Goreswar Rural Roads a Culvert got damaged at Village Garogaon Dated: 22/06 2023 | (Long - 91.721678, Lat - 26.496246, Dept - PWD (Roads)),  Naramari to Gopchar Road | Silkijhar | As per report received from AEE (PWD) Goreswar Rural Roads road embankment eroded and damaged at Village Silkijhar Dated: 22/06 2023 | (Long - 91.761392, Lat - 26.502659, Dept - PWD (Roads))",ASSAM,34,2011Tamu
2023-06-23,CHIRANG,6,"Bijni - Bwripara(Andhargaon) village road. | Bwripara(Andhargaon) | As reported by BDO, Borobazar TD Block, Bwripara(Andhargaon) village road damaged at Bwripara(Andhargaon) on 22-06-2023. Length=10 mtr, Breadth=3.5 mtr, Depth= 1.5 mtr. | (Long - 90.798960, Lat - 26.594438, Dept - P&RD),  Uttar Burikhamar to Niz Damugaon Road | Jaldhara Niz damugaon | As per report of AEE, PWD Sorbhog(R&B) Sub Division, Sorbhog, Uttar Burikhamar to Niz damugaon road and culvert damaged at Jaldhara Niz damugaon on 22-06-2023. Length=7.50 mtr, Breadth=3.00 mtr, Depth= 0.60 mtr. | (Long - 90.855061, Lat - 26.568546, Dept - PWD (Roads)),  No 3 Bishnupur to Sikajhora Road | No 3 Bishnupur | As reported by AEE, PWD Bijni(R&B) Sub Division, No 3 Bishnupur to Sikajhora Road damaged at No 3 Bishnupur at two points on 22-06-2023. (1) Length=6.50 mtr, Breadth= 3.00 mtr, Depth=3.00 mtr. (2) Length=6.00 mtr, Breadth=3.00 mtr, Depth=2.50 mtr. | (Long - 90.756658, Lat - 26.617200, Dept - PWD (Roads)),  Kawadi No 2 to Sonaikhola Road | Kawadi No 2 | As reported by AEE, PWD Bijni(R&B) Sub Division, Kawadi No 2 to Sonaikhola Road damaged at Kawadi No 2 on 22-06-2023. Length=8.00 mtr, Breadth=7.00 mtr, Depth=0.50 mtr. | (Long - 90.772998, Lat - 26.524781, Dept - PWD (Roads)),  Patiladoha To Dhupuri Road | Dhupuri | As reported by AEE, PWD Bijni(R&B) Sub Division,Patiladoha To Dhupuri Road damaged at Dhupuri on 22-03-2023. Length=15 mtr, Breadth=6.00 mtr, Depth=2 mtr. | (Long - 90.797741, Lat - 26.493881, Dept - PWD (Roads)),  Sidli - Lauripara village road damaged | Lauripara Village | As reported by AE, PWD, Chirang (R&B) Division , Kajalgaon Road surface damaged, length-400.00 m, Breadth-5.00m, Depth-0.30m ,date of Occurrence- 22-06-2023 | (Long - 90.387728, Lat - 26.564935, Dept - PWD (Roads))",ASSAM,13,2011Chir
2023-06-23,BARPETA,30,"Baghbar - Agmandia chariali PMGSY road | Agmandia chariali to Mandia Gaon (Near Nakumuddin house) | Due to increasing flood water Agmandia chariali PMGSY road to Mandia Gaon road breach occurred at Ch.500.00M, length-17.00m.Date-22/06/2023 | (Long - 90.978129, Lat - 26.269725, Dept - PWD (Roads)),  Barpeta - Belortari to Patbaushi Palhaji Tarabari Road via Pajarbhanga and Dakreswar | Belortari | As per report of PWD Dept on 21/06/2023, Side berm eroded at Belortari to Patbaushi Palhaji Tarabari Road via Pajarbhanga and Dakreswar | (Long - 91.078613, Lat - 26.258505, Dept - PWD (Roads)),  RCC Br. No. 2/1 on Sila Suha Road | Sila Suha | As per report of PWD Dept on 21/06/2023, Approaches damage, Side berm eroded & rain cut at RCC Br. No. 2/1 on Sila Suha Road | (Long - 91.082781, Lat - 26.269585, Dept - PWD (Roads)),  Palhaji to Temura via Charakpara and Dongra Road | Palhaji Temura | As per report of PWD Dept on 21/06/2023 Side berm eroded at Palhaji to Temura via Charakpara and Dongra Road | (Long - 91.035824, Lat - 26.267018, Dept - PWD (Roads)),  Jogirpam Sonkuchi Road via Donakuchi village | Jogirpam Sonkuchi | As per report of PWD Dept on 21/06/2023 Side berm eroded & 4 nos. breach occurred Jogirpam Sonkuchi Road via Donakuchi village | (Long - 90.986872, Lat - 26.353112, Dept - PWD (Roads)),  Bahmura Uttam Ghosh house to Brihaspati Bazar Road | BAhmura | As per report of PWD Dept on 21/06/2023 Side berm eroded & 4 nos. breach occurred at Breach occurred and road submerged Bahmura Uttam Ghosh house to Brihaspati Bazar Road | (Long - 90.963158, Lat - 26.342179, Dept - PWD (Roads)),  SH-2 at Jaharpam Bazar to E&D Bund via 1311 No. Jaharpam LPS | Jahurpam | 3 nos. Breach occurred & side berm eroded at SH-2 at Jaharpam Bazar to E&D Bund via 1311 No. Jaharpam LPS | (Long - 90.954010, Lat - 26.318503, Dept - PWD (Roads)),  Khandakarpara Duttakuchi Road | Khandakarpara Duttakuchi | As per report of PWD Dept on 21/06/2023, Road submerged and side berm eroded Khandakarpara Duttakuchi Road | (Long - 90.944870, Lat - 26.400223, Dept - PWD (Roads)),  Sonkuchi Colony to Garemari Bazar Road | Sonkuchi Garemari | As per report of PWD Dept on 21/06/2023 Side berm eroded & rain cut Sonkuchi Colony to Garemari Bazar Road | (Long - 90.973270, Lat - 26.353910, Dept - PWD (Roads)),  Jahurpam Garemari Road | Jahurpam Garemari | As per report of PWD Dept on 21/06/2023 Side berm eroded & Hard Crust damaged at several stretches | (Long - 90.957713, Lat - 26.332349, Dept - PWD (Roads)),  Itervita Duttakuchi Road | Itervita Duttakuchi | As per report of PWD Dept on 21/06/2023 Road submerged and severe damage at several stretches | (Long - 90.985205, Lat - 26.403775, Dept - PWD (Roads)),  Barpeta Bhawanipur Road (BB road) | Barpeta Bhawanipur | As per report of PWD Dept on 21/06/2023 Barpeta Bhawanipur Road (BB road) submerged in Stretches from 9km to 12km Side berms heavily damaged. Road hard crust damaged in stretches | (Long - 91.068641, Lat - 26.410808, Dept - PWD (Roads)),  Kayakuchi to Newlarbhitha (PMGSY Ongoing- Pkk No- AS-01 -493) | Fulorguri | As per report of PWD Dept on 21/06/2023 Kayakuchi to Newlarbhitha (PMGSY Ongoing- Pkk No- AS-01 -493) submerged in stretches. Side berms heavily dmaged in streches. | (Long - 91.094648, Lat - 26.393230, Dept - PWD (Roads)),  BB road to 3 No Colony via Cliarak Puja Thali (PMGSY completed- Pkg- AS-01 - 186) road | Pakabetbari Pam | As per report of PWD Dept on 21/06/2023 BB road to 3 No Colony via Cliarak Puja Thali (PMGSY completed- Pkg- AS-01 - 186) road breached at 4 starches. Road side berms and hard cnist heavily damaged | (Long - 91.051462, Lat - 26.367320, Dept - PWD (Roads)),  Fulorguri Bamunbari Road HP culvert | Fulorguri | As per report of PWD Dept on 21/06/2023 Fulorguri Bamunbari Road HP culvert washed away at 2"" Km, hard Crust damaged at 4* (3 Nos) | (Long - 91.043643, Lat - 26.422219, Dept - PWD (Roads)),  Kadamguri Chariachain Road | Kadamguri | As per report of PWD Dept on 21/06/2023 Kadamguri Chariachain Road breached at 1 s' & 3“ Km. Side berms heavily eroded | (Long - 9.014704, Lat - 26.392456, Dept - PWD (Roads)),  Dk road to Domorghat road | Kadamguri | As per report of PWD Dept on 21/06/2023 Dk road to Domorghat road side berms heavily damaged in stretches | (Long - 91.009940, Lat - 26.409753, Dept - PWD (Roads)),  DK road to Betbari road | Kadamguri | As per report of PWD Dept on 21/06/2023 DK road to Betbari road side berms heavily damaged in stretches | (Long - 91.014254, Lat - 26.403037, Dept - PWD (Roads)),  Jarabari to Dabaliapara road | Jarabari | As per report of PWD Dept on 21/06/2023 Jarabari to Dabaliapara road side berms heavily damaged in stretches | (Long - 91.017351, Lat - 26.381919, Dept - PWD (Roads)),  DK road to Bantipur road | Dewrikuchi | As per report of PWD Dept on 21/06/2023 DK road to Bantipur road side berms heavily damaged in stretches | (Long - 91.019196, Lat - 26.365907, Dept - PWD (Roads)),  T09 to Bamunbari Reserve( PMGSY completed — Pkg- AS-01- 191, road | Kaljhar | As per report of PWD Dept on 21/06/2023 T09 to Bamunbari Reserve( PMGSY completed — Pkg- AS-01- 191, road fully submerged. side berms heavily damaged | (Long - 91.041770, Lat - 26.420700, Dept - PWD (Roads)), DK Road RCC Bridge PMGSY-Completed | Dangarkuchi | As per report of PWD Dept on 21/06/2023 DK Road RCC Bridge PMGSY-Completed approaches eroded on both sides | (Long - 91.017380, Lat - 26.350900, Dept - PWD (Roads)),  BB road to Panimaricha road (PMGS Y completed road —Pkg No- AS-0 1 -309) | Bamuna | As per report of PWD Dept on 21/06/2023 BB road to Panimaricha road (PMGS Y completed road —Pkg No- AS-0 1 -309) road side beriris & hard crust heavily damaged by river Pohumara . I IP culvert heavily damaged at 1’t KM | (Long - 91.048907, Lat - 26.361605, Dept - PWD (Roads)),  Pohumara RCC Bridge to Bhakuamari (PMGSY completed road- Pkg- AS-01 -307) | MAricha | As per report of PWD Dept on 21/06/2023 Pohumara RCC Bridge to Bhowkarnari (PMGSY completed road- Pkg- AS-01 -307) submerged and hard crust and side berms heavily damaged by river Pahumara | (Long - 91.087837, Lat - 26.398659, Dept - PWD (Roads)),  Jarabari to Kamalpur Pam road | JArabari | As per report of PWD Dept on 21/06/2023 Jarabari to Kamalpur Pam road (PMGS Y Coinp lctcd- Pkg —A S-01 -303) road side berms heavily damaged. RCC Bi idgc approaches damaged | (Long - 91.016021, Lat - 26.387682, Dept - PWD (Roads)),  Ata Bhowkamari to Pohumara River road | Ata | As per report of PWD Dept on 21/06/2023 Ata Bhowkamari to Pohumara River road surface and shoulder damaged at 1“ & 2‘ d Km road eroded by river Pohumara and damaged SPT Br No 2/1 | (Long - 91.079593, Lat - 26.399838, Dept - PWD (Roads)),  BB road to Ata Bhowkamari road | Bonbaha | As per report of PWD Dept on 21/06/2023 BB road to Ata Bhowkamari road submer¡;ed completely. Side berms & hard crust damaged in streches. | (Long - 91.075075, Lat - 26.409680, Dept - PWD (Roads)),  BB road to Uttar Maricha via Maricha Masjid approaches of Culvert damaged | Bariarpathar | As per report of PWD Dept on 21/06/2023 BB road to Uttar Maricha via Maricha Masjid approaches of Culvert damaged | (Long - 91.070630, Lat - 26.381740, Dept - PWD (Roads)),  Kujarpith Banbahar road to DK road (PMGSY completed road- Pig- AS-01-302) road | Barbala | As per report of PWD Dept on 21/06/2023 Kujarpith Banbahar road to DK road (PMGSY completed road- Pig- AS-01-302) road side berms heavily damaged in streches | (Long - 91.018713, Lat - 26.406310, Dept - PWD (Roads)),  BB road to Pub Chakirbhitha road | Chakirbhita | As per report of PWD Dept on 21/06/2023 BB road to Pub Chakirbhitha road side berms damaged in streches. | (Long - 91.090791, Lat - 26.359072, Dept - PWD (Roads))",ASSAM,32,2011Barp
2023-06-23,CACHAR,37,"Silchar - KASHIPUR BERENGA ROAD (BADRI BRIDGE APPROACH ROAD). | KASHIPUR BERENGA | KASHIPUR BERENGA ROAD (BADRI BRIDGE APPROACH ROAD) Length 1.600 As reported by EE PWD Silchar Road (T) Division on dated 17.06.2023. | (Long - 24.812483, Lat - 92.855731, Dept - PWD (Roads)),  S.F. ROAD. | Silchar | S.F. ROAD length 0.045 As reported by EE PWD Silchar Road (T) Division on dated 19.06.2023. | (Long - 24.819701, Lat - 92.806996, Dept - PWD (Roads)),  MOTHER TERESA ROAD. | Silchar | MOTHER TERESA ROAD length 2.100 As reported by EE PWD Silchar Road (T) Division on dated 19.06.2023. | (Long - 24.820367, Lat - 92.730710, Dept - PWD (Roads)),  MAHADEB BARI ROAD. | MAHADEB BARI | MAHADEB BARI ROAD Length-2.000 As reported by EE PWD Silchar Road (T) Division on dated 19.06.2023. | (Long - 24.812333, Lat - 92.810719, Dept - PWD (Roads)),  NORMAL SCHOOL TO JAIL ROAD. | NORMAL SCHOOL TO JAIL | NORMAL SCHOOL TO JAIL ROAD Length- 0.910 As reported by EE PWD Silchar Road (T) Division on dated 19.06.2023. | (Long - 24.829180, Lat - 92.792796, Dept - PWD (Roads)),  SHIBCOLONY ROAD. | SHIBCOLONY | SHIBCOLONY ROAD Length 0.500 As reported by EE PWD Silchar Road (T) Division on dated 19.06.2023. | (Long - 24.814133, Lat - 92.795547, Dept - PWD (Roads)),  SHYAMANANDA ASHRAM ROAD. | SHYAMANANDA ASHRAM | SHYAMANANDA ASHRAM ROAD Length- 0.900 As reported by EE PWD Silchar Road (T) Division on dated 19.06.2023. | (Long - 24.812079, Lat - 92.803375, Dept - PWD (Roads)),  GOPAL AKHRA ROAD. | GOPAL AKHRA | GOPAL AKHRA ROAD Length- 1.200 As reported by EE PWD Silchar Road (T) Division on dated 19.06.2023. | (Long - 24.807943, Lat - 92.807273, Dept - PWD (Roads)),  D.C. OFFICE ROAD TO TREASURY OFFICE. | D.C. OFFICE | D.C. OFFICE ROAD TO TREASURY OFFICE Length- 0.140 As reported by EE PWD Silchar Road (T) Division on dated 19.06.2023. | (Long - 24.829539, Lat - 92.803151, Dept - PWD (Roads)),  SILCHAR MUNICIPALITY OFFICE ROAD. | SILCHAR MUNICIPALITY OFFICE | SILCHAR MUNICIPALITY OFFICE ROAD Length-0.300 As reported by EE PWD Silchar Road (T) Division on dated 19.06.2023. | (Long - 24.830931, Lat - 92.802182, Dept - PWD (Roads)),  BSNL OFFICE ROAD. | BSNL OFFICE | BSNL OFFICE ROAD Length-0.100 As reported by EE PWD Silchar Road (T) Division on dated 19.06.2023. | (Long - 24.832652, Lat - 92.802391, Dept - PWD (Roads)),  N.M. GUPTA ROAD. | N.M. GUPTA ROAD | N.M. GUPTA ROAD Length-0.250 As reported by EE PWD Silchar Road (T) Division on dated 19.06.2023. | (Long - 24.829220, Lat - 92.793100, Dept - PWD (Roads)),  DAS COLONY PANCHAYAT ROAD. | DAS COLONY | DAS COLONY PANCHAYAT ROAD Length 1.500 As reported by EE PWD Silchar Road (T) Division on dated 19.06.2023. | (Long - 24.809474, Lat - 92.790709, Dept - PWD (Roads)),  S.H.ROAD C.R. AVENUE POINT TO CHIRUKANDI RAMNAGAR NH-37 POINT. | NH-37 POINT | S.H.ROAD C.R. AVENUE POINT TO CHIRUKANDI RAMNAGAR NH-37 POINT Length-4.330 As reported by EE PWD Silchar Road (T) Division on dated 19.06.2023. | (Long - 24.805585, Lat - 92.794473, Dept - PWD (Roads)),  DOLOO MOINERBOND ROAD CH. 15650.00M to 16950.00M. | DOLOO MOINERBOND | DOLOO MOINERBOND ROAD CH. 15650.00M to 16950.00M Length-1.300 As reported by EE PWD Silchar Road (T) Division on dated 19.06.2023. | (Long - 24.853228, Lat - 92.828098, Dept - PWD (Roads)),  OLD LAKHIPUR ROAD NEAR RCC BRIDGE TO FERRYGHAT. | OLD LAKHIPUR ROAD | OLD LAKHIPUR ROAD NEAR RCC BRIDGE TO FERRYGHAT Length-0.210 As reported by EE PWD Silchar Road (T) Division on dated 19.06.2023. | (Long - 24.811194, Lat - 92.842145, Dept - PWD (Roads)),  TARAPAUR SHIBBARI ROAD. | TARAPAUR SHIBBARI | TARAPAUR SHIBBARI ROAD Length-0.180 As reported by EE PWD Silchar Road (T) Division on dated 21.06.2023. | (Long - 24.835781, Lat - 92.781127, Dept - PWD (Roads)),  CHURCH ROAD 300.00M DAMAGED, 2 NOS DAMAGED CULVERT. | CHURCH ROAD | CHURCH ROAD 300.00M DAMAGED, 2 NOS DAMAGED CULVERT Length 0.680 As reported by EE PWD Silchar Road (T) Division on dated 21.06.2023. | (Long - 24.822419, Lat - 92.796155, Dept - PWD (Roads)),  BERENGA BASHAN (BISHRJAN) ROAD. | BERENGA BASHAN | BERENGA BASHAN (BISHRJAN) ROAD Length-0.200 As reported by EE PWD Silchar Road (T) Division on dated 21.06.2023. | (Long - 24.811440, Lat - 92.842141, Dept - PWD (Roads)),  Udharbond - DUMURGHAT GUABARI ROAD (EROSIION AT APPROACH TO BR. NO. 4/2). | DUMURGHAT GUABARI | DUMURGHAT GUABARI ROAD (EROSIION AT APPROACH TO BR. NO. 4/2) Length-0.040 As reported by EE PWD T Road Division on Dated 17.06.2023 | (Long - 24.923869, Lat - 92.912886, Dept - PWD (Roads)),  JAGANNATH SINGLE COLLEGE ROAD. LENGTH = 1.95 KM. | JAGANNATH SINGLE COLLEGE | JAGANNATH SINGLE COLLEGE ROAD. LENGTH = 1.95 KM Length- 1.950 As reported by EE PWD T Road Division on Dated 19.06.2023 | (Long - 24.870537, Lat - 92.880428, Dept - PWD (Roads)),  LARSING BAGAN ROAD. LANDSLID OCCURRED AT. CH. 350.00M TO CH.675.00M IN STRETCHES. | LARSING BAGAN | LARSING BAGAN ROAD. LANDSLID OCCURRED AT. CH. 350.00M TO CH.675.00M IN STRETCHES Length-6.500 As reported by EE PWD T Road Division on Dated 19.06.2023 | (Long - 24.907767, Lat - 92.895464, Dept - PWD (Roads)),  NH-53 TO 5TH KM OF S.K. ROAD VIA MADHURAMUKH AND BAHADURPUR. LENGTH = 3.033 KM. | MADHURAMUKH AND BAHADURPUR | NH-53 TO 5TH KM OF S.K. ROAD VIA MADHURAMUKH AND BAHADURPUR. LENGTH = 3.033 KM. As reported by EE PWD T Road Division on Dated 19.06.2023 | (Long - 24.847565, Lat - 92.845287, Dept - PWD (Roads)),  PURBA SALGANGA KALIMANDIR ROAD (LAND SLIDE AT 1ST KM). | PURBA SALGANGA KALIMANDIR | PURBA SALGANGA KALIMANDIR ROAD (LAND SLIDE AT 1ST KM) Length- 0.750 As reported by EE PWD T Road Division on Dated 19.06.2023 | (Long - 24.919459, Lat - 92.965147, Dept - PWD (Roads)),  SILCHAR KUMBHIRGRAM ROAD (VIP ROAD). | SILCHAR KUMBHIRGRAM | SILCHAR KUMBHIRGRAM ROAD (VIP ROAD) Length- 0.100 As reported by EE PWD T Road Division on Dated 19.06.2023 | (Long - 24.914355, Lat - 92.975144, Dept - PWD (Roads)),  PANGRAM AMARANAGAR ROAD. | PANGRAM AMARANAGAR | PANGRAM AMARANAGAR ROAD Length-0.510 As reported by EE PWD T Road Division on Dated 19.06.2023 | (Long - 24.933511, Lat - 92.906422, Dept - PWD (Roads)),  AMRANAGAR INDRANAGAR ROAD. | AMRANAGAR INDRANAGAR | AMRANAGAR INDRANAGAR ROAD. Length- 2.100 As reported by EE PWD T Road Division on Dated 19.06.2023 | (Long - 24.980945, Lat - 92.866427, Dept - PWD (Roads)),  UDHARBOND BANSKANDI (MDR) ROAD (CH. 3857.00M TO CH. 8951.20M) DAMAGED DUE TO RAIN. | UDHARBOND BANSKANDI (MDR) | UDHARBOND BANSKANDI (MDR) ROAD (CH. 3857.00M TO CH. 8951.20M) DAMAGED DUE TO RAIN Length-5.100 As reported by EE PWD T Road Division on Dated 19.06.2023. | (Long - 24.851481, Lat - 92.941477, Dept - PWD (Roads)),  PANGRAM PHE POINT TO BLOCK H.Q. VIA PATHARIA (CH.150.00M TO CH. 2980.00M ERROSION BY RIVER MADHURA IN STRETCHES. | PANGRAM , PATHARIA | PANGRAM PHE POINT TO BLOCK H.Q. VIA PATHARIA (CH.150.00M TO CH. 2980.00M ERROSION BY RIVER MADHURA IN STRETCHES Length-3.230 As reported by EE PWD T Road Division on Dated 19.06.2023. | (Long - 24.885219, Lat - 92.891672, Dept - PWD (Roads))",ASSAM,17,2011Cach
2023-06-23,BAKSA,2,"Barama - Barama College Road damaged | Alagjar | occured due to flood on 21-06-23 | (Long - 91.356116, Lat - 26.531402, Dept - PWD (Roads)),  Barama-Alagjar Road damaged at charanpara supa | Alagjar | occured due to flood on 21-06-23 | (Long - 91.358734, Lat - 26.531402, Dept - PWD (Roads))",ASSAM,35,2011Baks
